date,count
2024-01-29,3
2024-02-05,236
2024-02-12,352
2024-02-19,358
2024-02-26,316
2024-03-04,406
2024-03-11,547
2024-03-18,634
2024-03-25,350
2024-04-01,284
2024-04-08,152
