event_name,time,count
/api/edx_proctoring/v1/proctored_exam/attempt,2022-10-05,2
/api/edx_proctoring/v1/proctored_exam/attempt,2022-10-07,1
/api/edx_proctoring/v1/proctored_exam/attempt,2022-10-13,1
/api/edx_proctoring/v1/proctored_exam/attempt/course_id/course-v1:ITMOUniversity+DATANTECH2035+summer_2022_1,2022-09-14,3
/api/edx_proctoring/v1/proctored_exam/attempt/course_id/course-v1:ITMOUniversity+DATANTECH2035+summer_2022_1,2022-09-15,60
/api/edx_proctoring/v1/proctored_exam/attempt/course_id/course-v1:ITMOUniversity+DATANTECH2035+summer_2022_1,2022-09-16,4
/api/edx_proctoring/v1/proctored_exam/attempt/course_id/course-v1:ITMOUniversity+DATANTECH2035+summer_2022_1,2022-09-18,6
/api/edx_proctoring/v1/proctored_exam/attempt/course_id/course-v1:ITMOUniversity+DATANTECH2035+summer_2022_1,2022-09-19,4
/api/edx_proctoring/v1/proctored_exam/attempt/course_id/course-v1:ITMOUniversity+DATANTECH2035+summer_2022_1,2022-09-20,35
/api/edx_proctoring/v1/proctored_exam/attempt/course_id/course-v1:ITMOUniversity+DATANTECH2035+summer_2022_1,2022-09-21,20
/api/edx_proctoring/v1/proctored_exam/attempt/course_id/course-v1:ITMOUniversity+DATANTECH2035+summer_2022_1,2022-09-22,34
/api/edx_proctoring/v1/proctored_exam/attempt/course_id/course-v1:ITMOUniversity+DATANTECH2035+summer_2022_1,2022-09-23,4
/api/edx_proctoring/v1/proctored_exam/attempt/course_id/course-v1:ITMOUniversity+DATANTECH2035+summer_2022_1,2022-09-24,2
/api/edx_proctoring/v1/proctored_exam/attempt/course_id/course-v1:ITMOUniversity+DATANTECH2035+summer_2022_1,2022-09-25,35
/api/edx_proctoring/v1/proctored_exam/attempt/course_id/course-v1:ITMOUniversity+DATANTECH2035+summer_2022_1,2022-09-27,13
/api/edx_proctoring/v1/proctored_exam/attempt/course_id/course-v1:ITMOUniversity+DATANTECH2035+summer_2022_1,2022-10-05,6
/api/edx_proctoring/v1/proctored_exam/attempt/course_id/course-v1:ITMOUniversity+DATANTECH2035+summer_2022_1,2022-10-06,6
/api/edx_proctoring/v1/proctored_exam/attempt/course_id/course-v1:ITMOUniversity+DATANTECH2035+summer_2022_1,2022-10-07,1
/api/edx_proctoring/v1/proctored_exam/attempt/course_id/course-v1:ITMOUniversity+DATANTECH2035+summer_2022_1,2022-10-13,23
/api/edx_proctoring/v1/proctored_exam/attempt/course_id/course-v1:ITMOUniversity+DATANTECH2035+summer_2022_1,2022-10-14,24
/api/edx_proctoring/v1/proctored_exam/attempt/course_id/course-v1:ITMOUniversity+DATANTECH2035+summer_2022_1,2022-10-15,14
/api/edx_proctoring/v1/proctored_exam/attempt/course_id/course-v1:ITMOUniversity+DATANTECH2035+summer_2022_1,2022-10-16,5
/api/edx_proctoring/v1/proctored_exam/attempt/course_id/course-v1:ITMOUniversity+DATANTECH2035+summer_2022_1,2022-10-21,4
/api/edx_proctoring/v1/proctored_exam/attempt/course_id/course-v1:ITMOUniversity+DATANTECH2035+summer_2022_1,2022-10-28,1
/api/learning_sequences/v1/course_outline/course-v1:ITMOUniversity+DATANTECH2035+summer_2022_1,2022-09-14,1
/api/learning_sequences/v1/course_outline/course-v1:ITMOUniversity+DATANTECH2035+summer_2022_1,2022-09-15,14
/api/learning_sequences/v1/course_outline/course-v1:ITMOUniversity+DATANTECH2035+summer_2022_1,2022-09-18,5
/api/learning_sequences/v1/course_outline/course-v1:ITMOUniversity+DATANTECH2035+summer_2022_1,2022-09-20,3
/api/learning_sequences/v1/course_outline/course-v1:ITMOUniversity+DATANTECH2035+summer_2022_1,2022-09-21,5
/api/learning_sequences/v1/course_outline/course-v1:ITMOUniversity+DATANTECH2035+summer_2022_1,2022-09-23,2
/api/learning_sequences/v1/course_outline/course-v1:ITMOUniversity+DATANTECH2035+summer_2022_1,2022-09-25,7
/api/learning_sequences/v1/course_outline/course-v1:ITMOUniversity+DATANTECH2035+summer_2022_1,2022-09-27,4
/api/learning_sequences/v1/course_outline/course-v1:ITMOUniversity+DATANTECH2035+summer_2022_1,2022-10-05,2
/api/learning_sequences/v1/course_outline/course-v1:ITMOUniversity+DATANTECH2035+summer_2022_1,2022-10-06,2
/api/learning_sequences/v1/course_outline/course-v1:ITMOUniversity+DATANTECH2035+summer_2022_1,2022-10-13,1
/api/learning_sequences/v1/course_outline/course-v1:ITMOUniversity+DATANTECH2035+summer_2022_1,2022-10-14,9
/api/learning_sequences/v1/course_outline/course-v1:ITMOUniversity+DATANTECH2035+summer_2022_1,2022-10-15,2
/api/learning_sequences/v1/course_outline/course-v1:ITMOUniversity+DATANTECH2035+summer_2022_1,2022-10-16,1
/api/learning_sequences/v1/course_outline/course-v1:ITMOUniversity+DATANTECH2035+summer_2022_1,2022-10-21,1
/courses/course-v1:ITMOUniversity+DATANTECH2035+summer_2022_1/b7a7e8bcd91543bab6d3defe49256d14/,2022-09-15,1
/courses/course-v1:ITMOUniversity+DATANTECH2035+summer_2022_1/course/,2022-09-14,2
/courses/course-v1:ITMOUniversity+DATANTECH2035+summer_2022_1/course/,2022-09-27,2
/courses/course-v1:ITMOUniversity+DATANTECH2035+summer_2022_1/course/,2022-10-28,2
/courses/course-v1:ITMOUniversity+DATANTECH2035+summer_2022_1/discussion/forum/00813668c306c448cababf6517d672838239c831/inline,2022-09-15,1
/courses/course-v1:ITMOUniversity+DATANTECH2035+summer_2022_1/discussion/forum/028b5aa149bb0bbd2ceff6a3d6b93837d9388aed/inline,2022-09-27,1
