block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@0028ab32953444bdaf5c18b60b7d1b2a,2
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@03148646281a4afb8506e838595a7aad,2
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@03c65b4e3180493880d696c33e06ed50,1
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@050aa2ec26c74b67b067b1e09d8a9fae,2
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@051c1bbc9eede4990fc1,2
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@051cb4837bc64a27b614bba7d7c5d4c3,1
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@069bfff67e58466d8584ff1eca99e81e,2
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@06fa329e1b0f40aab4ace27e584086fb,2
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@071e634385c2445db22f190b1dcc0440,2
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@0740b5bea2084807bb12cade3fca074f,1
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@07dd97a7fb0944d6bff246220b31e5ee,1
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@08801e61ed29448dafecb392561acfab,1
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@088c0fe6af9c439baf2387ccd5835e27,1
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@0a9f1fd9816c4588a2b53dd441b85d0b,1
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@0bc5a5593e3c4eaabd68c5eee5a070fa,2
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@0bddfe19872846e2afd9f59b1cc7d94c,2
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@0dace94287c94b59b82702c9109e6adc,1
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@0ea05097027ad52d3f10,3
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@0ec9930478994033a620c6e0a98d92ec,1
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@0ed6d55e92a745049621acb72684d757,1
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@11a4ea09b2a349f08d6ceffccc4dec01,3
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@11e5fb2b0ef7452d9204202f2c683d20,2
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@12545f9bb3a5452bb9313d8d855cb55a,2
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@12d28fae0d164c8d9441c345ec59b16e,2
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@1343d29afd8047e9b29bcfa9855861fd,1
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@13c642b3b002480d9ac7d4fe6ca6bbe1,2
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@13fdb0926c284adc9be9e7c1099c7794,2
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@1472c1c6f3a44c60bd6c13b8c521b9f9,1
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@14c5fbb0ab5543febc54c706a0eeeecb,2
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@14e78cebce3e4c3db2068ed6fcc28f30,4
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@1541af00ef074be39a1bb279bf685b1e,2
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@175c373e318d479c9e5abdb1fab3e799,2
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@1770b69d8fd0f51e3f77,1
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@179d51e1b6e3479288440635abb42c53,1
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@17ebc369e94e4c1daf6871e78fa4fc3a,1
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@1898fa620fb849deaa2cf2f7efed2f80,2
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@1a58fcbbaad84fe7ac4e1b30da3f0b87,1
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@1af444e4df554c1081a59005ea6bec7c,2
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@1b0c055831c043c9ade74c039352c618,1
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@1c2fdd920dfb4afab9918b0d77578661,2
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@1c7b70a770cd4fbe95c739588aa242c0,1
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@1d3a2f47508b4c8fab1c1d002c54aeea,1
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@1e492e9efb064c6bb802e57764bc21fa,2
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@1f9ce6402daf48288c7125822923233b,2
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@1fa70eae534f4a2b803e6742a97f5a1e,2
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@20a341737fb0499ea465,1
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@223a1026d9454067b7fa8b0d0239b388,2
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@231461e78ea040fc87c6be090da6b91d,2
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@24a8676781d24f278b3c807de56e40b9,2
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@24a9527898ae4420b71082a83ca04129,2
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@24d788c4ffed440e9e597abafda81489,1
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@25bd108b10403c425bb2,1
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@270c609dbd354347ac189d2908622dd4,2
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@2872da1d3d08475fa6e4533cf0e8a4f7,2
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@28aacbb975b9c97606b2,2
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@297267c773974fe0a8b8ec047b6f8101,1
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@297a1317a5294db5b41db9558fe04720,1
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@29c1ccd8e58d415eb9594b3c7e65a3ba,2
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@29f7acd029bd465b85228fc79ba2e367,1
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@2a45783abf44420e98eec7929113668b,2
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@2ab98e8f0b2b4185984030d8460f1978,1
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@2b6e8f00dae24f9ea50836b02f36ae30,2
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@2b8a6749d891433eb6cd386cfc2027be,2
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@2bc3faafcb81496c984244101f88181a,1
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@2d0e19b7320b438397b7afb68aed5054,1
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@2d534a0a494840e7887d0b88bcb60349,3
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@2ddab2328f8c8839fe8c,3
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@2ec2be5c0eb443b5aac4aa4994146c3e,1
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@2f13675158a544cebb8686e2ec1b8ad3,1
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@2f17ec4b629646b1b76f0e7523df82c0,2
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@2f2787a3c2984e6599a981792339c289,3
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@3046b868459f4c1598ec802a1fe74aab,1
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@30594fb163384024bd029d92c003eb90,2
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@30c40e0415274ab9bdbfb618ab670145,1
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@32348c79dcaf43c499bf4013827d8a5d,1
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@3235a902977b45369b0a450e44fb5b14,1
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@33f4474f5764fae982f4,2
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@34e35e9d9c08872773fa,2
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@35826123ac424e6695d98c1f24ba9f74,1
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@36a4ae84e82e4ce99a8f7ae76c0c244e,2
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@36c563cd1d5f4b3da4eb2b3a199bb484,2
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@3767f744a4ea405aacf5fda72df4b054,1
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@377324ec610b429890fb58009b6fcfed,1
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@395c3a14d8d2457a972301aeea0efe3a,1
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@399693989dfb401fab33b2a16e8f8514,1
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@399c02b913f0b7efc2c0,2
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@3d241208abe748d9a986e23ca268b431,1
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@3d5721c3e5fa408e93bd04a94c066ab4,1
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@3dccc5840a5d4fc08286d81e65565e56,1
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@3ff6474ffc474bbe9cd83638848d72ff,1
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@3fffa7a106594b7daa8ff306baaff38f,1
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@405f1d0651ad418ba1592528d5eefef9,3
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@40e87972ea604fcb8da3056a50454719,2
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@432938b5a9304f4bb3644f48ba3da00c,1
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@43f66620f4b6432c8dd91629a632b093,1
block-v1:ITMOUniversity+DATANTECH2035+summer_2022_1+type@problem+block@44051f8bdc224d31947df8ec280af83a,2
